Index,CppName,Name,Wiki,AntiSeoUpperBound,Tags,Description,Authors,Responsibles,Desc,TG_DOC,TG_LINK_GRAPH,TG_STATIC,TG_L2,TG_UNUSED,Group,TG_DOC_TEXT,TG_DYNAMIC,TG_REARR_USE,TG_UNDOCUMENTED,TG_NN_OVER_FEATURES_USE,TG_LINK_TEXT,TG_DEPRECATED,TG_BINARY,TG_OFTEN_ZERO,# TODO(FACTORDEL-65),TG_HOST,TG_BROWSER,TG_USER,TG_USERFEAT_VISITS_ACTIVITY_DOWNLOADS,TG_USERFEAT,TG_QUERY_ONLY,TG_L3_OVERWRITE,# TODO(FACTORDEL-97),TG_LOCALIZED_COUNTRY,TG_THEME_CLASSIF,TG_TRANS,TG_SAMOHOD_UNIMPLEMENTED,TG_CALLISTO_UNIMPLEMENTED,Ticket,ImplementationTime,TG_OWNER,TG_COMMERCIAL,UseArtifact,TG_NEURAL,MinValue,MaxValue,TG_FRESHNESS_USE,TG_QUERY_DETECTOR_PREDICT,TG_NOT_01,TG_ALICE_MUSIC,TG_ANNOTATION_NOFILTER,TG_TEXT_MACHINE,TG_ALLOW_USE_FOR_ALICE,DependsOn,TG_USER_SEARCH,TG_USER_SEARCH_ONLY,TG_DATE,Countries,TG_USER_EXT_DATA,TG_USERFEAT_90D,TG_USERFEAT_CLICKS_SHOWS,TG_FORMULA_2245_DEP_3,CanonicalValue,TG_USER_SEARCH_EXTERNAL,TG_DOWNER,TG_STATIC_REGINFO,# TODO(FACTORDEL-56),TG_URL_TEXT,TG_LOCALIZED_GEOINQUERY,Comment,TG_WIKIPEDIA,TG_LOCALIZED_CITY,TG_DOPP,TG_USERFEAT_USF,TG_LOCALIZED_REGION,TG_CATALOG,TG_UNIMPLEMENTED],,TG_COUNTER,TG_FORMULA_2245_DEP_2,TG_NAV,TG_USERFEAT_238D,TG_FORMULA_2245_DEP_5,TG_REMOVED,TG_USERFEAT_BROWSER_PAGE_RANK,TG_L3_MODEL_VALUE,TG_DOC_CONTENT,TG_RTMODELS_SERVICE,TG_USE_MARKUP,TG_ALL_RELEVANCE_MARKUP,TG_SIN_SIG_MARKUP,TG_BERT_DISTILL,TG_UNIMPLEMENTED,TG_DATA_FROM_BIGRT,TG_SPYLOG_RAPID_CLICKS_BIGRT,TG_USED_IN_CONF_REARR,TG_NO_L3,TG_DATA_FROM_SAASKV,TG_USERFEAT_1600D,TG_USERFEAT_SEARCH_DWELL_TIME,TG_USERFEAT_CLICK_MACHINE,TG_META_OVERWRITE,TG_METRIKA,TG_USERFEAT_30D,TG_DATA_FROM_SAASKV],TG_SEARCH_RAPID_CLICKS_BIGRT,TG_USERFEAT_1832D,TG_ANNOTATION_FILTER,TG_USERFEAT_NHOP,TG_MASCOT,TG_BEAST,TG_USERFEAT_365D,TG_USERFEAT_1D,TG_USERFEAT_SURFING_TREE,TG_SYNNORM,TG_USERFEAT_URL_QUERY_TRIGRAMS,TG_USERFEAT_MULTI_PERIOD,TG_USERFEAT_VISITS_FROM,TG_USERFEAT_USER_HUB,TG_USERFEAT_POPULAR_SE_FRC,TG_USERFEAT_SAME_QUERY_RETURN,TG_USERFEAT_SBM,TG_META,TG_L3,TG_PRS,# ImplementationTime,TG_ALLOW_USE_FOR_SPAM_FORMULAS,TG_USERFEAT_GEOCLICKS,TG_USERFEAT_REVISITS,TG_USERFEAT_REG_SITE_BROWSER,TG_COLLABORATED,TG_USERFEAT_SAMPLE_PERIOD,TG_USERFEAT_USF_SAMPLE_PERIOD,TG_LINGBOOST,TG_USERFEAT_FIELDSET2,TG_USERFEAT_730D,TG_USERFEAT_BROWSER_QUERY_PAGE_RANK_SAMPLE,TG_USERFEAT_BROWSER_QUERY_PAGE_RANK,TG_UNSUPPORTED,TG_USERFEAT_NHOP_SUM_DWELLTIME,TG_FORMULA_2245_DEP_4,TG_REUSABLE,TG_USERFEAT_META_STREAM,TG_USERFEAT_MAX_PERIOD,TG_USERFEAT_USER_BROWSE_LONG_PERIOD_STATIC,TG_KNN,TG_FORMULA_2245_DEP,TG_ALICE_ARAMUSIC,TG_RANDOM_LOG,TG_REMAPPED,TG_TOLOKA,TG_FROZEN,# DependsOn
949,FI_RANDOM_LOG_DBM35_XFACTOR_BOCM_WEIGHTED_K3,RandomLogDBM35XfactorBocmWeightedW1K3,https://wiki.yandex-team.ru/jandekspoisk/kachestvopoiska/factordev/web/factors/RandomLogDBM35,,"[TG_DYNAMIC, TG_DOC, TG_LOCALIZED_COUNTRY, TG_USER, TG_USER_SEARCH, TG_USER_SEARCH_ONLY, TG_ANNOTATION_NOFILTER, TG_DEPRECATED, TG_COLLABORATED, TG_REMOVED]","Результат коллаборативной фильтрации для фактора FI_DBM35 из random log в аннотационном индексе, фактор BocmWeightedW1K3","[""avatar"", ""alsafr"", ""akhropov""]","[""smikler"", ""yustuken"", ""diver""]","Collaborative filtering result for factor FI_DBM35 from random log in annotation index, factor BocmWeightedW1K3",True,,,,,Annotation,,True,,,,,True,,,,,,True,,,,,,True,,,,,FACTOR-579,,,,,,,,,,,,True,,,,True,True,,[CNT_TR],,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,
950,FI_CORRECTED_CTR_XFACTOR_ANNOTATION_MATCH_PREDICTION,CorrectedCtrXfactorAnnotationMatchPrediction,https://wiki.yandex-team.ru/jandekspoisk/kachestvopoiska/factordev/web/factors/QueryUrlCorrectedCtrXfactor,,"[TG_DYNAMIC, TG_DOC, TG_LOCALIZED_COUNTRY, TG_USER, TG_USER_SEARCH, TG_USER_SEARCH_ONLY, TG_COLLABORATED, TG_ANNOTATION_NOFILTER, TG_DEPRECATED, TG_REMOVED]","CorrectedCtrXfactor в аннотационном индексе, фактор AnnotationMatchPrediction","[""vvp"", ""alsafr"", ""avatar""]","[""yustuken"", ""diver"", ""avatar""]","CorrectedCtrXfactor in the annotation index, AnnotationMatchPrediction factor",True,,,,,Annotation,,True,,,,,True,,,,,,True,,,,,,True,,,,,FACTOR-716,,,,,,,,,,,,True,,,,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,
951,FI_CORRECTED_CTR_XFACTOR_QUERY_MATCH_PREDICTION,CorrectedCtrXfactorQueryMatchPrediction,https://wiki.yandex-team.ru/jandekspoisk/kachestvopoiska/factordev/web/factors/QueryUrlCorrectedCtrXfactor,,"[TG_DYNAMIC, TG_DOC, TG_LOCALIZED_COUNTRY, TG_USER, TG_USER_SEARCH, TG_USER_SEARCH_ONLY, TG_COLLABORATED, TG_ANNOTATION_NOFILTER, TG_DEPRECATED, TG_REMOVED]","CorrectedCtrXfactor в аннотационном индексе, фактор QueryMatchPrediction","[""vvp"", ""alsafr"", ""avatar""]","[""yustuken"", ""diver"", ""avatar""]","CorrectedCtrXfactor in the annotation index, QueryMatchPrediction factor",True,,,,,Annotation,,True,,,,,True,,,,,,True,,,,,,True,,,,,FACTOR-716,,,,,,,,,,,,True,,,,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,
952,FI_CORRECTED_CTR_XFACTOR_VALUE_WCM_MAX,CorrectedCtrXfactorValueWcmMax,https://wiki.yandex-team.ru/jandekspoisk/kachestvopoiska/factordev/web/factors/QueryUrlCorrectedCtrXfactor,,"[TG_DYNAMIC, TG_DOC, TG_LOCALIZED_COUNTRY, TG_USER, TG_USER_SEARCH, TG_USER_SEARCH_ONLY, TG_COLLABORATED, TG_ANNOTATION_NOFILTER, TG_DEPRECATED, TG_REMOVED]","CorrectedCtrXfactor в аннотационном индексе, фактор ValueWcmMax","[""vvp"", ""alsafr"", ""avatar""]","[""yustuken"", ""diver"", ""avatar""]","CorrectedCtrXfactor in the annotation index, ValueWcmMax factor",True,,,,,Annotation,,True,,,,,True,,,,,,True,,,,,,True,,,,,FACTOR-716,,,,,,,,,,,,True,,,,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,
953,FI_CORRECTED_CTR_XFACTOR_VALUE_WCM_AVG,CorrectedCtrXfactorValueWcmAvg,https://wiki.yandex-team.ru/jandekspoisk/kachestvopoiska/factordev/web/factors/QueryUrlCorrectedCtrXfactor,,"[TG_DYNAMIC, TG_DOC, TG_LOCALIZED_COUNTRY, TG_USER, TG_USER_SEARCH, TG_USER_SEARCH_ONLY, TG_COLLABORATED, TG_ANNOTATION_NOFILTER, TG_DEPRECATED, TG_REMOVED]","CorrectedCtrXfactor в аннотационном индексе, фактор ValueWcmAvg","[""vvp"", ""alsafr"", ""avatar""]","[""yustuken"", ""diver"", ""avatar""]","CorrectedCtrXfactor in the annotation index, ValueWcmAvg factor",True,,,,,Annotation,,True,,,,,True,,,,,,True,,,,,,True,,,,,FACTOR-716,,,,,,,,,,,,True,,,,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,
954,FI_CORRECTED_CTR_XFACTOR_BOCM_WEIGHTED_W1K3,CorrectedCtrXfactorBocmWeightedW1K3,https://wiki.yandex-team.ru/jandekspoisk/kachestvopoiska/factordev/web/factors/QueryUrlCorrectedCtrXfactor,,"[TG_DYNAMIC, TG_DOC, TG_LOCALIZED_COUNTRY, TG_USER, TG_USER_SEARCH, TG_USER_SEARCH_ONLY, TG_COLLABORATED, TG_ANNOTATION_NOFILTER, TG_DEPRECATED, TG_REMOVED]","CorrectedCtrXfactor в аннотационном индексе, фактор BocmWeightedW1K3","[""vvp"", ""alsafr"", ""avatar""]","[""yustuken"", ""diver"", ""avatar""]","CorrectedCtrXfactor in the annotation index, BocmWeightedW1K3 factor",True,,,,,Annotation,,True,,,,,True,,,,,,True,,,,,,True,,,,,FACTOR-716,,,,,,,,,,,,True,,,,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,
955,FI_CORRECTED_CTR_XFACTOR_BCLM_PLAIN_K3,CorrectedCtrXfactorBclmPlainK3,https://wiki.yandex-team.ru/jandekspoisk/kachestvopoiska/factordev/web/factors/QueryUrlCorrectedCtrXfactor,,"[TG_DYNAMIC, TG_DOC, TG_LOCALIZED_COUNTRY, TG_USER, TG_USER_SEARCH, TG_USER_SEARCH_ONLY, TG_COLLABORATED, TG_ANNOTATION_NOFILTER, TG_DEPRECATED, TG_REMOVED]","CorrectedCtrXfactor в аннотационном индексе, фактор BclmPlainK3","[""vvp"", ""alsafr"", ""avatar""]","[""yustuken"", ""diver"", ""avatar""]","CorrectedCtrXfactor in the annotation index, factor BclmPlainK3",True,,,,,Annotation,,True,,,,,True,,,,,,True,,,,,,True,,,,,FACTOR-716,,,,,,,,,,,,True,,,,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,
956,FI_CORRECTED_CTR_XFACTOR_BCLM_MIX_PLAIN_W1K1,CorrectedCtrXfactorBclmMixPlainW1K1,https://wiki.yandex-team.ru/jandekspoisk/kachestvopoiska/factordev/web/factors/QueryUrlCorrectedCtrXfactor,,"[TG_DYNAMIC, TG_DOC, TG_LOCALIZED_COUNTRY, TG_USER, TG_USER_SEARCH, TG_USER_SEARCH_ONLY, TG_COLLABORATED, TG_ANNOTATION_NOFILTER, TG_DEPRECATED, TG_REMOVED]","CorrectedCtrXfactor в аннотационном индексе, фактор BclmMixPlainW1K1","[""vvp"", ""alsafr"", ""avatar""]","[""yustuken"", ""diver"", ""avatar""]","CorrectedCtrXfactor in the annotation index, factor BclmMixPlainW1K1",True,,,,,Annotation,,True,,,,,True,,,,,,True,,,,,,True,,,,,FACTOR-716,,,,,,,,,,,,True,,,,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,
957,FI_ALICE_TIMESPENT_SUFFIX_SUM,AliceTimespentSuffixSum,,,"[TG_UNIMPLEMENTED, TG_DYNAMIC, TG_DOC, TG_USER, TG_USER_SEARCH, TG_URL_TEXT, TG_DOC_TEXT, TG_DOC_CONTENT, TG_NEURAL, TG_UNDOCUMENTED, TG_UNUSED, TG_ALICE_MUSIC, TG_RTMODELS_SERVICE, TG_ALLOW_USE_FOR_ALICE]",Предсказание суммарного таймспента до конца сессии при условии реализации этой пары запрос-документ,an-to-nen-ko,an-to-nen-ko,Predicting the total timestamp to the end of the session if this request-document pair is implemented,True,,,,True,,True,True,,True,,,,,,,,,True,,,,,,,,,,,SEARCHSPEC-132,,,,,True,,,,,,True,,,True,,True,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,True,True,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
958,FI_ALICE_TIMESPENT,AliceTimespent,,,"[TG_UNIMPLEMENTED, TG_DYNAMIC, TG_DOC, TG_USER, TG_USER_SEARCH, TG_URL_TEXT, TG_DOC_TEXT, TG_DOC_CONTENT, TG_NEURAL, TG_UNDOCUMENTED, TG_UNUSED, TG_ALICE_MUSIC, TG_RTMODELS_SERVICE, TG_ALLOW_USE_FOR_ALICE]",Предсказание вклада этой пары запрос-документ в таймспент,an-to-nen-ko,an-to-nen-ko,Predicting the contribution of this query-document pair to the timespan,True,,,,True,,True,True,,True,,,,,,,,,True,,,,,,,,,,,SEARCHSPEC-132,,,,,True,,,,,,True,,,True,,True,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,True,True,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
959,FI_SAMPLE_PERIOD_DAY_FRC_VALUE_WCM_AVG,SamplePeriodDayFrcValueWcmAvg,https://wiki.yandex-team.ru/jandekspoisk/kachestvopoiska/factordev/web/factors/sampleperiod,,"[TG_DYNAMIC, TG_DOC, TG_LOCALIZED_COUNTRY, TG_USER, TG_USER_SEARCH, TG_USER_SEARCH_ONLY, TG_ANNOTATION_NOFILTER, TG_DEPRECATED]","SamplePeriodDayFrc фактор в аннотационном индексе, фактор ValueWcmAvg",monnoroch,"[""yustuken"", ""diver""]","SamplePeriodDayFrc factor in the annotation index, ValueWcmAvg factor",True,,,,,Annotation,,True,,,,,True,,,,,,True,,,,,,True,,,,,FACTOR-605,,,,,,,,,,,,True,,,,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
960,FI_SAMPLE_PERIOD_DAY_FRC_BM15_MAX_K3,SamplePeriodDayFrcBm15MaxK3,https://wiki.yandex-team.ru/jandekspoisk/kachestvopoiska/factordev/web/factors/sampleperiod,,"[TG_DYNAMIC, TG_DOC, TG_LOCALIZED_COUNTRY, TG_USER, TG_USER_SEARCH, TG_USER_SEARCH_ONLY, TG_ANNOTATION_NOFILTER, TG_DEPRECATED]","SamplePeriodDayFrc фактор в аннотационном индексе, фактор Bm15MaxK3",monnoroch,"[""yustuken"", ""diver""]","SamplePeriodDayFrc factor in the annotation index, factor Bm15MaxK3",True,,,,,Annotation,,True,,,,,True,,,,,,True,,,,,,True,,,,,FACTOR-605,,,,,,,,,,,,True,,,,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
961,FI_SAMPLE_PERIOD_DAY_FRC_BOCM_WEIGHTED_K3,SamplePeriodDayFrcBocmWeightedK3,https://wiki.yandex-team.ru/jandekspoisk/kachestvopoiska/factordev/web/factors/sampleperiod,,"[TG_DYNAMIC, TG_DOC, TG_LOCALIZED_COUNTRY, TG_USER, TG_USER_SEARCH, TG_USER_SEARCH_ONLY, TG_ANNOTATION_NOFILTER, TG_DEPRECATED]","SamplePeriodDayFrc фактор в аннотационном индексе, фактор BocmWeightedK3",monnoroch,"[""yustuken"", ""diver""]","SamplePeriodDayFrc factor in the annotation index, factor BocmWeightedK3",True,,,,,Annotation,,True,,,,,True,,,,,,True,,,,,,True,,,,,FACTOR-605,,,,,,,,,,,,True,,,,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
962,FI_SAMPLE_PERIOD_DAY_FRC_BOCM_DOUBLE_K5,SamplePeriodDayFrcBocmDoubleK5,https://wiki.yandex-team.ru/jandekspoisk/kachestvopoiska/factordev/web/factors/sampleperiod,,"[TG_DYNAMIC, TG_DOC, TG_LOCALIZED_COUNTRY, TG_USER, TG_USER_SEARCH, TG_USER_SEARCH_ONLY, TG_ANNOTATION_NOFILTER, TG_DEPRECATED]","SamplePeriodDayFrc фактор в аннотационном индексе, фактор BocmDoubleK5",monnoroch,"[""yustuken"", ""diver""]","SamplePeriodDayFrc factor in the annotation index, factor BocmDoubleK5",True,,,,,Annotation,,True,,,,,True,,,,,,True,,,,,,True,,,,,FACTOR-605,,,,,,,,,,,,True,,,,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
963,FI_SPLIT_DWELL_TIME_BM15_MAX_K3,SplitDwellTimeBm15MaxK3,,,"[TG_DYNAMIC, TG_DOC, TG_LOCALIZED_COUNTRY, TG_USER, TG_USER_SEARCH, TG_USER_SEARCH_ONLY, TG_ANNOTATION_NOFILTER, TG_DEPRECATED]","SplitDwellTime фактор в аннотационном индексе, фактор Bm15MaxK3",pavelgur,"[""yustuken"", ""diver""]","SplitDwellTime factor in the annotation index, factor Bm15MaxK3",True,,,,,Annotation,,True,,,,,True,,,,,,True,,,,,,True,,,,,,,,,,,,,,,,,True,,,,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
964,FI_SIMPLE_CLICK_BCLM_WEIGHTED_K3,SimpleClickBclmWeightedK3,,,"[TG_DYNAMIC, TG_DOC, TG_LOCALIZED_COUNTRY, TG_USER, TG_USER_SEARCH, TG_USER_SEARCH_ONLY, TG_ANNOTATION_NOFILTER, TG_DEPRECATED]","SimpleClick фактор в аннотационном индексе, фактор BclmWeightedK3",monnoroch,"[""yustuken"", ""diver""]","SimpleClick factor in the annotation index, factor BclmWeightedK3",True,,,,,Annotation,,True,,,,,True,,,,,,True,,,,,,True,,,,,,,,,,,,,,,,,True,,,,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
965,FI_ALICE_MAX_PERCENT_PLAYED,AliceMaxPercentPlayed,,,"[TG_UNIMPLEMENTED, TG_DYNAMIC, TG_DOC, TG_USER, TG_USER_SEARCH, TG_URL_TEXT, TG_DOC_TEXT, TG_DOC_CONTENT, TG_NEURAL, TG_UNDOCUMENTED, TG_UNUSED, TG_ALICE_MUSIC, TG_RTMODELS_SERVICE, TG_ALLOW_USE_FOR_ALICE]","Предсказание процента длины трека, который будет проигран при условии реализации этой пары запрос-трек",an-to-nen-ko,an-to-nen-ko,Predicting the percentage of track length that will be played if this request-track pair is implemented,True,,,,True,,True,True,,True,,,,,,,,,True,,,,,,,,,,,SEARCHSPEC-132,,,,,True,,,,,,True,,,True,,True,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,True,True,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
966,FI_WEIGHTED_UNMATCH_URL_PREDICTED_USER_REGION,WeightedUnMatchUrlPredictedAndUserRegion,https://wiki.yandex-team.ru/jandekspoisk/kachestvopoiska/factordev/web/factors/MatchUrlPredictedAndUserRegion,,"[TG_STATIC, TG_DOC, TG_LOCALIZED_COUNTRY, TG_URL_TEXT, TG_L2, TG_L3_OVERWRITE, TG_NN_OVER_FEATURES_USE]","Вероятность того, что предсказанный моделью yweb/robot/urlgeo_ml регион - корректен, при условии, что предсказан город","[""esoloviev"", ""mbusel""]","[""mbusel""]","The probability that the region predicted by the yweb/robot/urlgeo_ml model is correct, assuming the predicted city",True,,True,True,,,,,,,True,,,,,,,,,,,,True,,True,,,,,BUKI-2076,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
967,FI_PSE_FRC_BROWSER_ANNOTATION_MATCH_PREDICTION,PopularSEFRCBrowserAnnotationMatchPrediction,,,"[TG_DYNAMIC, TG_DOC, TG_LOCALIZED_COUNTRY, TG_USER, TG_USER_SEARCH, TG_ANNOTATION_NOFILTER, TG_DEPRECATED, TG_BROWSER]","PopularSEFRCBrowser фактор в аннотационном индексе, фактор AnnotationMatchPrediction","[""mbusel"", ""tsimkha""]","[""mbusel"", ""yustuken"", ""diver""]","PopularSEFRCBrowser factor in annotation index, AnnotationMatchPrediction factor",True,,,,,Annotation,,True,,,,,True,,,,,True,True,,,,,,True,,,,,FACTOR-675,,,,,,,,,,,,True,,,,True,,,CNT_RELEV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
968,FI_PSE_FRC_BROWSER_SYNONYM_MATCH_PREDICTION,PopularSEFRCBrowserSynonymMatchPrediction,,,"[TG_DYNAMIC, TG_DOC, TG_LOCALIZED_COUNTRY, TG_USER, TG_USER_SEARCH, TG_ANNOTATION_NOFILTER, TG_DEPRECATED, TG_BROWSER]","PopularSEFRCBrowser фактор в аннотационном индексе, фактор SynonymMatchPrediction","[""mbusel"", ""tsimkha""]","[""mbusel"", ""yustuken"", ""diver""]","PopularSEFRCBrowser factor in the annotation index, SynonymMatchPrediction factor",True,,,,,Annotation,,True,,,,,True,,,,,True,True,,,,,,True,,,,,FACTOR-675,,,,,,,,,,,,True,,,,True,,,CNT_RELEV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
969,FI_PSE_FRC_BROWSER_VALUE_WCM_PREDICTION,PopularSEFRCBrowserValueWcmPrediction,,,"[TG_DYNAMIC, TG_DOC, TG_LOCALIZED_COUNTRY, TG_USER, TG_USER_SEARCH, TG_ANNOTATION_NOFILTER, TG_DEPRECATED, TG_BROWSER]","PopularSEFRCBrowser фактор в аннотационном индексе, фактор ValueWcmPrediction","[""mbusel"", ""tsimkha""]","[""mbusel"", ""yustuken"", ""diver""]","PopularSEFRCBrowser factor in annotation index, ValueWcmPrediction factor",True,,,,,Annotation,,True,,,,,True,,,,,True,True,,,,,,True,,,,,FACTOR-675,,,,,,,,,,,,True,,,,True,,,CNT_RELEV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
970,FI_PSE_FRC_BROWSER_BCLM_WEIGHTED_V2K3,PopularSEFRCBrowserBclmWeightedV2K3,,,"[TG_DYNAMIC, TG_DOC, TG_LOCALIZED_COUNTRY, TG_USER, TG_USER_SEARCH, TG_ANNOTATION_NOFILTER, TG_DEPRECATED, TG_BROWSER]","PopularSEFRCBrowser фактор в аннотационном индексе, фактор BclmWeightedV2K3","[""mbusel"", ""tsimkha""]","[""mbusel"", ""yustuken"", ""diver""]","PopularSEFRCBrowser factor in the annotation index, factor BclmWeightedV2K3",True,,,,,Annotation,,True,,,,,True,,,,,True,True,,,,,,True,,,,,FACTOR-675,,,,,,,,,,,,True,,,,True,,,CNT_RELEV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
971,FI_PSE_FRC_BROWSER_BCLM_MIX_PLAIN_W1K1,PopularSEFRCBrowserBclmMixPlainW1K1,,,"[TG_DYNAMIC, TG_DOC, TG_LOCALIZED_COUNTRY, TG_USER, TG_USER_SEARCH, TG_ANNOTATION_NOFILTER, TG_DEPRECATED, TG_BROWSER]","PopularSEFRCBrowser фактор в аннотационном индексе, фактор BclmMixPlainW1K1","[""mbusel"", ""tsimkha""]","[""mbusel"", ""yustuken"", ""diver""]","PopularSEFRCBrowser factor in the annotation index, factor BclmMixPlainW1K1",True,,,,,Annotation,,True,,,,,True,,,,,True,True,,,,,,True,,,,,FACTOR-675,,,,,,,,,,,,True,,,,True,,,CNT_RELEV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
972,XLR_ANNOTATION_MATCH_PREDICTION,XLRAnnotationMatchPrediction,https://wiki.yandex-team.ru/jandekspoisk/kachestvopoiska/factordev/web/factors/xlrannotationmatchprediction,,"[TG_DYNAMIC, TG_DOC, TG_LINK_TEXT, TG_DEPRECATED]",Считается по линковому индексу. Max(sum(idf)) по всем линкам которые являются подмножествами query / sum(idf) для query,edik,edik,Calculated by the link index. Max(sum(idf)) over all links that are subsets of query / sum(idf) for query,True,,,,,Xref,,True,,,,True,True,,,,,,,,,,,,,,,,,BUKI-2408,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
973,FI_ONE_CLICK_ANNOTATION_MATCH_PREDICTION_WEIGHTED,OneClickAnnotationMatchPredictionWeighted,,,"[TG_DYNAMIC, TG_DOC, TG_LOCALIZED_COUNTRY, TG_USER, TG_USER_SEARCH, TG_USER_SEARCH_ONLY, TG_ANNOTATION_NOFILTER, TG_DEPRECATED]","OneClick фактор в аннотационном индексе, фактор AnnotationMatchPredictionWeighted","[""alsafr"", ""pavelgur"", ""edik""]","[""edik"", ""yustuken"", ""diver""]","OneClick factor in the annotation index, AnnotationMatchPredictionWeighted factor",True,,,,,Annotation,,True,,,,,True,,,,,,True,,,,,,True,,,,,,,,,,,,,,,,,True,,,,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
