,serp_cluster,query,Keyword,SERP features,Volume,KD,CPC,Previous traffic,Current traffic,Traffic change,Previous position,Current position,Position change,Previous URL inside,Previous URL,Current URL inside,Current URL,Previous date,Current date
7656,zzz_no_cluster,nyc cycle club,nyc cycle club,"Sitelinks, Local pack",10,9,13.61,,0.0,,,46.0,New,,,,https://www.bikeleague.org/bfa/search/map/New%20York?bfaq=New%20York,,2023-01-22 10:30:05
7657,zzz_no_cluster,best bicycle for commuting,best bicycle for commuting,,250,44,1.09,0.0,,,94.0,,Lost,,https://www.bikeleague.org/content/find-take-class,,,2022-10-27 15:02:06,
7658,zzz_no_cluster,cycling center dallas,cycling center dallas,"Sitelinks, Knowledge panel, Image pack",80,0,,,0.0,,,80.0,New,,,,https://www.bikeleague.org/content/find-take-class,,2023-01-31 11:39:03
7659,zzz_no_cluster,commuter account,commuter account,"People also ask, Sitelinks",40,10,0.0,,0.0,,,59.0,New,,,,https://www.bikeleague.org/content/bicycle-commuter-benefit,,2023-02-05 00:24:48
7660,zzz_no_cluster,ken podziba,ken podziba,,40,0,0.0,1.0,,,11.0,,Lost,,https://www.bikeleague.org/board,,,2022-10-25 23:51:10,
7661,zzz_no_cluster,christopher vance goleta,christopher vance goleta,,300,0,,0.0,,,43.0,,Lost,,https://www.bikeleague.org/bfa/search/map?bfaq=california,,,2022-11-04 01:49:13,
7662,zzz_no_cluster,bike maps houston,bike maps houston,"Thumbnail, Sitelinks",20,9,1.2,,0.0,,,53.0,New,,,,https://www.bikeleague.org/content/story-behind-bicycle-friendly-america-houston,,2023-02-05 01:13:47
7663,zzz_no_cluster,friendly's fiver,friendly's fiver,"Image pack, Sitelinks",30,30,5.29,1.0,0.0,0.0,12.0,22.0,-10,,https://www.bikeleague.org/5-Es,,https://www.bikeleague.org/5-Es,2022-10-24 01:46:20,2023-02-03 03:17:11
7664,zzz_no_cluster,hill on argonia's western border,hill on argonia's western border,,10,0,,0.0,,,52.0,,Lost,,https://www.bikeleague.org/legacy/programs/bicyclefriendlyamerica/communities/censusdata.pdf,,,2022-10-26 22:22:25,
7665,zzz_no_cluster,uni taxi gainesville ga,uni taxi gainesville ga,,80,0,0.39,0.0,,,72.0,,Lost,,https://www.bikeleague.org/sites/default/files/bfa_blueprint_0.pdf,,,2022-11-14 19:06:06,
7666,zzz_no_cluster,doing one percent fine after tripping,doing one percent fine after tripping,,80,0,,0.0,,,29.0,,Lost,,https://www.bikeleague.org/content/national-household-travel-survey-short-trips-analysis,,,2022-11-03 16:50:22,
7667,zzz_no_cluster,national bike month 2017,national bike month 2017,,20,1,,0.0,,,12.0,,Lost,,https://www.bikeleague.org/content/bike-month-dates-events-0,,,2022-10-30 12:49:55,
7668,zzz_no_cluster,frontier bikes,frontier bikes,"Sitelinks, Knowledge panel, Image pack, Shopping results, Thumbnail, People also ask, Video preview",150,0,,0.0,0.0,0.0,73.0,37.0,36,,https://www.bikeleague.org/content/bikes-fly-free-frontier-airlines,,https://www.bikeleague.org/content/bikes-fly-free-frontier-airlines,2022-10-29 09:33:48,2023-02-08 16:41:09
7669,zzz_no_cluster,when passing someone riding a bicycle ahead of you:,when passing someone riding a bicycle ahead of you:,,70,26,,0.0,,,82.0,,Lost,,https://www.bikeleague.org/StateBikeLaws,,,2022-11-05 08:50:18,
7670,zzz_no_cluster,4545 sawgrass cove conway ar,4545 sawgrass cove conway ar,,20,0,,0.0,,,95.0,,Lost,,https://www.bikeleague.org/legacy/programs/bicyclefriendlyamerica/communities/censusdata.pdf,,,2022-11-13 00:52:30,
7671,zzz_no_cluster,imba world summit,imba world summit,"Image pack, Sitelinks",100,2,,4.0,6.0,2.0,8.0,6.0,2,,https://www.bikeleague.org/content/imba-world-summit,,https://www.bikeleague.org/content/imba-world-summit,2022-11-10 09:08:53,2023-01-28 22:46:03
7672,zzz_no_cluster,4052 river falls drive lowell nc,4052 river falls drive lowell nc,,50,0,,0.0,,,54.0,,Lost,,https://www.bikeleague.org/sites/default/files/bikeleague/bikeleague.org/programs/bicyclefriendlyamerica/communities/censusdata.pdf,,,2022-11-03 06:33:36,
7673,zzz_no_cluster,cyclist magazine,cyclist magazine,"Sitelinks, Knowledge panel, People also ask",150,34,,0.0,3.0,2.0,19.0,11.0,8,,https://www.bikeleague.org/americanbicyclist,,https://www.bikeleague.org/americanbicyclist,2022-11-09 08:55:06,2023-01-25 17:48:52
7674,zzz_no_cluster,buttigieg sign,buttigieg sign,,10,3,,0.0,,,22.0,,Lost,,https://www.bikeleague.org/content/buttigieg-briefs-congress-bipartisan-infrastructure-law-implementation,,,2022-10-25 20:01:31,
7675,zzz_no_cluster,what to wear bike riding,what to wear bike riding,,100,15,,0.0,,,31.0,,Lost,,https://www.bikeleague.org/content/what-wear-0,,,2022-11-10 02:56:49,
7676,zzz_no_cluster,bicycling magazine address change,bicycling magazine address change,"Sitelinks, People also ask",70,8,1.3,,0.0,,,19.0,New,,,,https://www.bikeleague.org/,,2023-01-25 06:17:50
7677,zzz_no_cluster,cincinnati driving schools,cincinnati driving schools,,150,29,3.24,0.0,,,98.0,,Lost,,https://www.bikeleague.org/content/find-take-class,,,2022-10-22 21:31:14,
7678,zzz_no_cluster,christian e dorsey,christian e dorsey,,20,1,,0.0,,,88.0,,Lost,,https://www.bikeleague.org/content/how-national-bike-summit-attendees-can-help-our-hosts-make-biking-even-better,,,2022-11-08 21:23:49,
7679,zzz_no_cluster,cycling instructor certification cost,cycling instructor certification cost,"Sitelinks, People also ask",150,20,,1.0,1.0,0.0,16.0,18.0,-2,,https://www.bikeleague.org/content/become-instructor,,https://www.bikeleague.org/content/become-instructor,2022-11-04 10:03:19,2023-01-22 02:58:07
7680,zzz_no_cluster,biking magazines,biking magazines,"Sitelinks, People also ask, Shopping results, Thumbnail",90,56,1.82,2.0,1.0,-1.0,11.0,13.0,-2,,https://www.bikeleague.org/americanbicyclist,,https://www.bikeleague.org/americanbicyclist,2022-10-27 04:57:57,2023-02-05 13:57:57
7681,zzz_no_cluster,what day of the week is may 1 2021,what day of the week is may 1 2021,,90,8,,0.0,,,69.0,,Lost,,https://www.bikeleague.org/content/bike-month-dates-events-0,,,2022-10-30 06:32:40,
7682,zzz_no_cluster,497 beardsley ave bloomfield nj 07003,497 beardsley ave bloomfield nj 07003,,70,0,,0.0,,,77.0,,Lost,,https://www.bikeleague.org/sites/default/files/bikeleague/bikeleague.org/programs/bicyclefriendlyamerica/communities/censusdata.pdf,,,2022-11-02 15:37:46,
7683,zzz_no_cluster,buttigieg adoption,buttigieg adoption,"People also ask, Sitelinks",150,14,,0.0,0.0,0.0,50.0,36.0,14,,https://www.bikeleague.org/content/buttigieg-briefs-congress-bipartisan-infrastructure-law-implementation,,https://www.bikeleague.org/content/buttigieg-briefs-congress-bipartisan-infrastructure-law-implementation,2022-11-03 02:55:17,2023-01-21 09:12:19
7684,zzz_no_cluster,lyndsay mckeever,lyndsay mckeever,"Image pack, Sitelinks",50,0,,1.0,1.0,0.0,12.0,12.0,,,https://www.bikeleague.org/blog/2009/09?page=192,,https://www.bikeleague.org/blog/attack-on-bike-funding-call-your-senator-now?page=195,2022-11-04 20:29:25,2023-01-22 20:24:32
7685,zzz_no_cluster,the joys biking,the joys biking,"Videos, Sitelinks, Image pack",70,15,,,0.0,,,17.0,New,,,,https://www.bikeleague.org/content/what-we-do-besides-bicycling-slow-down-and-find-joy,,2023-01-22 03:30:32
7686,zzz_no_cluster,tour de cure hampton roads,tour de cure hampton roads,"Sitelinks, Video preview, Image pack",50,0,0.0,0.0,0.0,0.0,36.0,32.0,4,,https://www.bikeleague.org/sites/default/files/ab_nov_dec_2012.pdf,,https://www.bikeleague.org/sites/default/files/ab_nov_dec_2012.pdf,2022-11-09 13:43:28,2023-01-27 15:25:33
7687,zzz_no_cluster,duquesne light human resources phone number,duquesne light human resources phone number,,20,1,0.09,0.0,,,64.0,,Lost,,https://www.bikeleague.org/content/staff,,,2022-11-14 06:31:31,
7688,zzz_no_cluster,waymo safety,waymo safety,,40,22,,0.0,,,39.0,,Lost,,https://www.bikeleague.org/content/waymo-endorses-league-and-argo-ai-efforts-promote-safe-av-cyclist-interactions,,,2022-10-30 05:18:44,
7689,zzz_no_cluster,ride bike,ride bike,"Image pack, People also ask, Sitelinks",1600,40,0.69,,0.0,,,27.0,New,,,,https://www.bikeleague.org/content/where-should-i-ride,,2023-02-13 05:12:14
7690,zzz_no_cluster,kenny whitaker,kenny whitaker,"People also ask, Sitelinks",150,0,0.09,,0.0,,,55.0,New,,,,https://www.bikeleague.org/content/staff,,2023-02-12 14:21:55
7691,zzz_no_cluster,georgia league of municipalities,georgia league of municipalities,,20,4,,0.0,,,80.0,,Lost,,https://www.bikeleague.org/bfa/awards,,,2022-10-30 11:16:56,
7692,zzz_no_cluster,boston bikes,boston bikes,"Sitelinks, Local pack, People also ask, Video preview",350,45,1.08,,0.0,,,88.0,New,,,,https://www.bikeleague.org/content/meet-womens-forum-speakers-nicole-freedman-boston-bikes,,2023-02-02 07:23:50
7693,zzz_no_cluster,is a motorcycle a bicycle,is a motorcycle a bicycle,,40,1,,0.0,,,90.0,,Lost,,https://www.bikeleague.org/StateBikeLaws,,,2022-11-10 04:19:34,
7694,zzz_no_cluster,irs 501(c)(4),irs 501(c)(4),People also ask,30,37,,0.0,0.0,0.0,95.0,91.0,4,,http://www.bikeleague.org/legacy/members/club/resource_docs/Incorporation%20and%20Tax%20Exempt%20Status%20for%20Bike%20Clubs%20and%20Advocacy%20Organizations.pdf,,https://www.bikeleague.org/legacy/members/club/resource_docs/Incorporation%20and%20Tax%20Exempt%20Status%20for%20Bike%20Clubs%20and%20Advocacy%20Organizations.pdf,2022-11-13 21:12:23,2023-01-30 14:04:15
7695,zzz_no_cluster,bicycle name list,bicycle name list,"People also ask, Image pack",300,50,,0.0,0.0,0.0,53.0,79.0,-26,,https://www.bikeleague.org/community,,https://www.bikeleague.org/university,2022-10-29 01:47:21,2023-02-09 21:18:45
7696,zzz_no_cluster,online bike magazine,online bike magazine,"People also ask, Sitelinks, Image pack",10,77,1.71,0.0,0.0,0.0,46.0,46.0,,,https://www.bikeleague.org/americanbicyclist,,https://www.bikeleague.org/americanbicyclist,2022-10-27 12:13:27,2023-02-06 17:36:24
7697,zzz_no_cluster,christopher cheevers river edge nj,christopher cheevers river edge nj,,450,0,,0.0,,,96.0,,Lost,,https://www.bikeleague.org/sites/default/files/March-April2013-forweb.pdf,,,2022-11-03 02:35:06,
7698,zzz_no_cluster,bike blocks,bike blocks,"Sitelinks, People also ask, Image pack, Shopping results, Thumbnail",100,0,0.46,0.0,0.0,0.0,28.0,51.0,-23,,https://www.bikeleague.org/content/building-blocks-bicycle-friendly-communities,,https://www.bikeleague.org/content/building-blocks-bicycle-friendly-communities,2022-11-14 16:52:39,2023-01-31 17:08:17
7699,zzz_no_cluster,outspoken wheelmen,outspoken wheelmen,"Sitelinks, Video preview, Image pack",30,0,0.0,,0.0,,,39.0,New,,,,https://www.bikeleague.org/sites/default/files/american_bicyclist_julyaug11.pdf,,2023-02-10 14:15:17
7700,zzz_no_cluster,bainbridge island rampage,bainbridge island rampage,Sitelinks,80,0,,,0.0,,,56.0,New,,,,https://www.bikeleague.org/sites/default/files/american_bicyclists_jan_feb10.pdf,,2023-01-24 04:14:05
7701,zzz_no_cluster,raven wu,raven wu,,1300,0,0.0,0.0,,,90.0,,Lost,,https://www.bikeleague.org/content/staff,,,2022-11-14 04:36:24,
7702,zzz_no_cluster,edenred commuter,edenred commuter,"Sitelinks, People also ask",50,32,,,0.0,,,95.0,New,,,,https://www.bikeleague.org/sites/default/files/Commuter%20Check%20for%20Bicycling%20FAQs%20-%20General%20Employer.pdf,,2023-02-07 01:24:21
7703,zzz_no_cluster,is the pill club reliable,is the pill club reliable,,40,15,,0.0,,,74.0,,Lost,,http://www.bikeleague.org/legacy/members/club/resource_docs/Incorporation%20and%20Tax%20Exempt%20Status%20for%20Bike%20Clubs%20and%20Advocacy%20Organizations.pdf,,,2022-10-31 04:53:04,
7704,zzz_no_cluster,beginner cycle class,beginner cycle class,"People also ask, Sitelinks, Video preview, Image pack",250,16,,0.0,0.0,0.0,60.0,83.0,-23,,https://www.bikeleague.org/content/find-take-class,,https://www.bikeleague.org/content/find-take-class,2022-10-27 21:40:37,2023-02-07 08:16:51
7705,zzz_no_cluster,1055 sandy lane arnaudville la,1055 sandy lane arnaudville la,,60,0,,0.0,,,41.0,,Lost,,https://www.bikeleague.org/sites/default/files/bikeleague/bikeleague.org/programs/bicyclefriendlyamerica/communities/censusdata.pdf,,,2022-11-03 16:41:06,
7706,zzz_no_cluster,biking across america blog,biking across america blog,,50,5,1.63,0.0,,,79.0,,Lost,,https://www.bikeleague.org/sites/default/files/ab_nov_dec_2012.pdf,,,2022-11-10 01:41:15,
7707,zzz_no_cluster,1612 bowdoin drive,1612 bowdoin drive,"Image pack, Sitelinks",20,0,,0.0,0.0,0.0,45.0,41.0,4,,https://www.bikeleague.org/content/new-platinum-bfu-announced,,https://www.bikeleague.org/content/new-platinum-bfu-announced,2022-11-14 16:10:36,2023-01-31 09:57:17
7708,zzz_no_cluster,the five at five,the five at five,,250,46,0.0,0.0,,,63.0,,Lost,,https://www.bikeleague.org/5-Es,,,2022-11-11 22:44:13,
7709,zzz_no_cluster,5047 sundance way antioch ca,5047 sundance way antioch ca,,700,0,,0.0,,,29.0,,Lost,,https://www.bikeleague.org/sites/default/files/bikeleague/bikeleague.org/programs/bicyclefriendlyamerica/communities/censusdata.pdf,,,2022-10-30 15:44:20,
7710,zzz_no_cluster,-2+5,-2+5,"Knowledge card, Videos, Image pack, Sitelinks",150,32,,0.0,0.0,0.0,31.0,25.0,6,,https://www.bikeleague.org/5-Es,,https://www.bikeleague.org/5-Es,2022-11-11 17:28:30,2023-01-27 17:47:39
7711,zzz_no_cluster,im leagues uiuc,im leagues uiuc,"Sitelinks, People also ask, Image pack",30,5,,,0.0,,,41.0,New,,,,https://www.bikeleague.org/content/become-instructor,,2023-02-09 19:32:57
7712,zzz_no_cluster,illinois bicycle lawyers,illinois bicycle lawyers,"Local pack, Sitelinks, People also ask, Adwords bottom",150,7,,0.0,0.0,0.0,82.0,95.0,-13,,https://www.bikeleague.org/content/bike-attorney-directory,,https://www.bikeleague.org/content/bike-attorney-directory,2022-10-28 19:44:55,2023-02-08 07:46:16
7713,zzz_no_cluster,franks cycle shop reviews,franks cycle shop reviews,,20,0,,0.0,,,51.0,,Lost,,https://www.bikeleague.org/community,,,2022-11-05 07:28:12,
7714,zzz_no_cluster,american biker magazine,american biker magazine,,10,7,0.0,0.0,,,17.0,,Lost,,https://www.bikeleague.org/americanbicyclist,,,2022-10-25 21:26:54,
7715,zzz_no_cluster,aashto meaning,aashto meaning,,70,14,0.0,0.0,,,96.0,,Lost,,https://www.bikeleague.org/content/aashto-wants-weaken-us-dot-bicycle-accommodation-policy-bicyclists-respond,,,2022-10-24 00:25:26,
7716,zzz_no_cluster,riding bike america should not be,riding bike america should not be,"People also ask, Sitelinks, Image pack",200,36,,,5.0,,,10.0,New,,,,https://www.bikeleague.org/content/where-should-i-ride,,2023-02-08 18:47:16
7717,zzz_no_cluster,adventure cycles bowie tx,adventure cycles bowie tx,"Sitelinks, Knowledge panel, Image pack",80,0,0.0,,0.0,,,62.0,New,,,,https://www.bikeleague.org/sites/default/files/american_bicyclist_marchapril11.pdf,,2023-02-04 05:39:24
7718,zzz_no_cluster,gridlock and chill,gridlock and chill,,30,0,,0.0,,,85.0,,Lost,,https://www.bikeleague.org/content/congressman-jack-kingston-r-ga-and-senator-merkley-d-or-join-10th-annual-congressional-bike,,,2022-10-24 20:12:29,
7719,zzz_no_cluster,general mills albuquerque new mexico,general mills albuquerque new mexico,"People also ask, Sitelinks, Knowledge panel",90,0,0.6,,0.0,,,91.0,New,,,,https://www.bikeleague.org/sites/default/files/bikeleague/bikeleague.org/conferences/summit13/Factsheets/District/Dist_NM_2.pdf,,2023-01-30 04:41:30
7720,zzz_no_cluster,school of bike,school of bike,,70,0,0.0,0.0,,,96.0,,Lost,,https://www.bikeleague.org/content/national-bike-school-day,,,2022-11-03 14:31:21,
7721,zzz_no_cluster,alison may public relations,alison may public relations,,10,2,,0.0,,,74.0,,Lost,,https://www.bikeleague.org/content/staff,,,2022-11-11 20:38:08,
7722,zzz_no_cluster,10 mile bike commute,10 mile bike commute,"People also ask, Image pack, Sitelinks",10,4,0.15,,0.0,,,66.0,New,,,,https://www.bikeleague.org/sites/default/files/american_bicyclists_jan_feb10.pdf,,2023-02-06 10:29:50
7723,zzz_no_cluster,houston bike rides 2015,houston bike rides 2015,Image pack,20,1,,0.0,0.0,0.0,51.0,52.0,-1,,https://www.bikeleague.org/community,,https://www.bikeleague.org/content/state-report-cards,2022-10-26 13:13:34,2023-02-06 14:56:44
7724,zzz_no_cluster,the 5ers,the 5ers,,100,54,,0.0,,,50.0,,Lost,,https://www.bikeleague.org/5-Es,,,2022-10-30 23:43:52,
7725,zzz_no_cluster,acs people suite,acs people suite,"Sitelinks, People also ask, Image pack, Video preview",30,8,0.0,,0.0,,,73.0,New,,,,https://www.bikeleague.org/content/acs-bike-commuting-continues-rise,,2023-01-28 08:59:54
7726,zzz_no_cluster,forward cycling,forward cycling,"Videos, Sitelinks, Image pack",40,3,,,0.0,,,51.0,New,,,,https://www.bikeleague.org/content/partnerships-pedal-cities-forward-leagues-latest-bicycle-friendly-business-awards,,2023-02-11 07:52:04
7727,zzz_no_cluster,female francis,female francis,,20,7,0.0,0.0,,,89.0,,Lost,,https://www.bikeleague.org/content/womens-bike-history-month-frances-willard,,,2022-10-26 07:34:50,
7728,zzz_no_cluster,commuting cycles,commuting cycles,"People also ask, Sitelinks, Videos, Image pack",60,49,,2.0,2.0,0.0,9.0,9.0,,,https://www.bikeleague.org/content/commuting,,https://www.bikeleague.org/content/commuting,2022-10-29 02:36:19,2023-02-09 04:46:17
7729,zzz_no_cluster,bike commute,bike commute,"People also ask, Sitelinks, Shopping results, Thumbnail, Image pack",80,44,1.4,7.0,6.0,-1.0,3.0,4.0,-1,,https://www.bikeleague.org/content/commuting,,https://www.bikeleague.org/content/commuting,2022-11-11 16:43:27,2023-01-29 00:08:57
7730,zzz_no_cluster,anacostia bike trail,anacostia bike trail,"People also ask, Sitelinks, Image pack, Videos, Video preview",150,17,1.31,,0.0,,,82.0,New,,,,https://www.bikeleague.org/content/federal-county-city-governments-come-together-celebrate-anacostia-river-trail,,2023-01-30 08:25:48
7731,zzz_no_cluster,national league,national league,"Top stories, Thumbnail, Sitelinks, Knowledge panel, People also ask",15000,92,1.14,0.0,0.0,0.0,72.0,86.0,-14,,https://www.bikeleague.org/,,https://www.bikeleague.org/,2022-11-12 01:34:56,2023-02-13 10:20:54
7732,zzz_no_cluster,bicycles on trains,bicycles on trains,,300,40,,0.0,,,63.0,,Lost,,https://www.bikeleague.org/content/amtrak-welcoming-bikes-trains,,,2022-10-30 00:41:01,
7733,zzz_no_cluster,other names for bicycle,other names for bicycle,"Knowledge card, Sitelinks, People also ask, Video preview",20,0,,0.0,0.0,0.0,54.0,53.0,1,,https://www.bikeleague.org/,,https://www.bikeleague.org/,2022-11-10 23:12:06,2023-01-27 08:29:36
7734,zzz_no_cluster,pop up shop vendors wanted,pop up shop vendors wanted,"Sitelinks, People also ask, Image pack",100,0,,,0.0,,,52.0,New,,,,https://www.bikeleague.org/content/women-bike-pop-shop-vendors-announced,,2023-01-27 20:09:03
7735,zzz_no_cluster,77 dollars and a job,77 dollars and a job,"Video preview, People also ask, Sitelinks, Image pack",20,0,2.06,,0.0,,,92.0,New,,,,https://www.bikeleague.org/blog/page/2?page=76,,2023-01-31 15:01:34
7736,zzz_no_cluster,mega miles,mega miles,,20,0,0.0,0.0,,,88.0,,Lost,,https://www.bikeleague.org/content/bikearlington-proves-micro-business-can-log-mega-miles,,,2022-11-10 06:36:49,
7737,zzz_no_cluster,www bike com,www bike com,People also ask,90,90,1.04,0.0,0.0,0.0,67.0,76.0,-9,,https://www.bikeleague.org/,,https://www.bikeleague.org/,2022-11-04 14:58:18,2023-01-21 21:07:18
7738,zzz_no_cluster,quakertown 30 n. chancellor street newtown pa 18940,quakertown 30 n. chancellor street newtown pa 18940,,60,0,,0.0,,,47.0,,Lost,,http://www.bikeleague.org/legacy/programs/bicyclefriendlyamerica/communities/censusdata.pdf,,,2022-11-02 23:42:44,
7739,zzz_no_cluster,l now bike,l now bike,,70,0,,0.0,,,79.0,,Lost,,https://www.bikeleague.org/,,,2022-10-30 08:27:38,
7740,zzz_no_cluster,regis mankato mall,regis mankato mall,,10,0,,0.0,,,86.0,,Lost,,https://www.bikeleague.org/legacy/programs/bicyclefriendlyamerica/communities/censusdata.pdf,,,2022-10-30 16:52:29,
7741,zzz_no_cluster,qbp saddle drive,qbp saddle drive,"Sitelinks, People also ask, Image pack",20,0,,,0.0,,,25.0,New,,,,https://www.bikeleague.org/content/summit-sponsor-spotlight-qbp,,2023-02-03 13:48:47
7742,zzz_no_cluster,league huds,league huds,,30,0,,0.0,,,84.0,,Lost,,https://www.bikeleague.org/content/what%E2%80%99s-senate-transportation-hud-budget,,,2022-10-23 17:20:34,
7743,zzz_no_cluster,rei boise garage sale,rei boise garage sale,"Sitelinks, People also ask",30,3,0.0,1.0,0.0,-1.0,11.0,33.0,-22,,http://www.bikeleague.org/sites/lab.huang.radicaldesigns.org/files/bfb_master_list_web_fall_2013.pdf,,https://www.bikeleague.org/sites/default/files/March-April2013-forweb.pdf,2022-11-10 09:32:27,2023-01-27 15:17:07
7744,zzz_no_cluster,district bikes stillwater ok,district bikes stillwater ok,,20,0,,0.0,,,78.0,,Lost,,https://www.bikeleague.org/sites/default/files/BFB_Full_List_through_Fall_2019.pdf,,,2022-11-11 07:30:06,
7745,zzz_no_cluster,rei sacramento garage sale,rei sacramento garage sale,"Sitelinks, People also ask",50,8,0.0,,0.0,,,47.0,New,,,,https://www.bikeleague.org/sites/default/files/March-April2013-forweb.pdf,,2023-02-07 11:14:33
7746,zzz_no_cluster,what day is may 1st 2021,what day is may 1st 2021,,150,3,,0.0,,,87.0,,Lost,,https://www.bikeleague.org/content/bike-month-dates-events-0,,,2022-11-11 12:07:26,
7747,zzz_no_cluster,bikelawyer,bikelawyer,"Adwords top, Adwords sitelink, Sitelinks, Image pack, Video preview",100,39,33.96,2.0,2.0,0.0,13.0,13.0,,,https://www.bikeleague.org/content/bike-attorney-directory,,https://www.bikeleague.org/content/bike-attorney-directory,2022-10-29 08:44:22,2023-02-09 18:50:43
7748,zzz_no_cluster,harmon hundred,harmon hundred,,100,0,0.0,0.0,,,74.0,,Lost,,https://www.bikeleague.org/content/womens-bike-history-phyllis-harmon,,,2022-11-07 17:48:15,
7749,zzz_no_cluster,premier bike club,premier bike club,"Sitelinks, Knowledge panel, Videos, Image pack",30,3,,0.0,0.0,0.0,97.0,95.0,2,,https://www.bikeleague.org/sites/default/files/LAB_bike%20club%20member%20benefits_0.pdf,,https://www.bikeleague.org/sites/default/files/LAB_bike%20club%20member%20benefits_0.pdf,2022-11-11 23:46:51,2023-01-28 19:54:02
7750,zzz_no_cluster,friendly fix it,friendly fix it,,10,0,3.69,0.0,,,52.0,,Lost,,https://www.bikeleague.org/business,,,2022-11-04 10:28:02,
7751,zzz_no_cluster,-7+5,-7+5,"Knowledge card, Video preview, Image pack, Sitelinks",200,28,,0.0,0.0,0.0,24.0,24.0,,,https://www.bikeleague.org/5-Es,,https://www.bikeleague.org/5-Es,2022-10-30 06:15:40,2023-02-10 11:03:06
7752,zzz_no_cluster,bike to school day 2021,bike to school day 2021,"Sitelinks, People also ask, Knowledge panel, Video preview",250,7,,31.0,16.0,-15.0,3.0,6.0,-3,,https://www.bikeleague.org/content/national-bike-school-day,,https://www.bikeleague.org/content/national-bike-school-day,2022-11-02 20:34:06,2023-02-14 14:01:07
7753,zzz_no_cluster,cycling rules,cycling rules,"Featured snippet, Sitelinks, People also ask",250,47,0.13,,9.0,,,7.0,New,,,,https://www.bikeleague.org/content/rules-road-0,,2023-02-11 09:13:06
7754,zzz_no_cluster,building blocks dc,building blocks dc,Sitelinks,300,2,,0.0,0.0,0.0,67.0,73.0,-6,,https://www.bikeleague.org/content/building-blocks-bicycle-friendly-communities,,https://www.bikeleague.org/content/building-blocks-bicycle-friendly-communities,2022-11-07 14:35:35,2023-01-24 21:13:32
7755,zzz_no_cluster,could roads make ride,could roads make ride,"People also ask, Image pack",90,38,,,0.0,,,76.0,New,,,,https://www.bikeleague.org/content/rules-road-0,,2023-02-08 10:53:33
7756,zzz_no_cluster,4950 wrightsville ave,4950 wrightsville ave,,70,0,,0.0,,,93.0,,Lost,,http://www.bikeleague.org/legacy/programs/bicyclefriendlyamerica/communities/censusdata.pdf,,,2022-10-31 16:53:42,
7757,zzz_no_cluster,when is may 16,when is may 16,,450,7,,0.0,,,41.0,,Lost,,https://www.bikeleague.org/content/bike-month-dates-events-0,,,2022-11-02 05:04:14,
7758,zzz_no_cluster,revolution cycles washington dc,revolution cycles washington dc,"Knowledge panel, Image pack",20,1,0.0,,0.0,,,38.0,New,,,,https://www.bikeleague.org/blog/2010/08/picking-your-battles-the-league-the-reed-bates-case/comment-page-3?page=101,,2023-02-07 18:41:48
7759,zzz_no_cluster,nc bike helmet law,nc bike helmet law,,150,4,2.26,0.0,,,53.0,,Lost,,https://www.bikeleague.org/StateBikeLaws,,,2022-11-08 05:54:58,
7760,zzz_no_cluster,leavue,leavue,"Adwords top, Sitelinks, People also ask, Knowledge panel, Videos",50,85,,0.0,0.0,0.0,15.0,99.0,-84,,https://www.bikeleague.org/,,https://www.bikeleague.org/ridesmart,2022-11-05 12:59:02,2023-01-23 00:49:38
7761,zzz_no_cluster,stcc cycling,stcc cycling,"Sitelinks, Image pack, Video preview",250,0,,1.0,0.0,0.0,21.0,22.0,-1,,https://www.bikeleague.org/sites/default/files/Cycling%20STCC%20LAB%20Presentation%20Improving%20Cyclists%20Image%202013-10-08%20v%281.3%29.pdf,,https://www.bikeleague.org/sites/default/files/Cycling%20STCC%20LAB%20Presentation%20Improving%20Cyclists%20Image%202013-10-08%20v%281.3%29.pdf,2022-10-31 01:17:41,2023-02-12 19:24:35
7762,zzz_no_cluster,excel energizer rock hill sc,excel energizer rock hill sc,,30,0,,0.0,,,86.0,,Lost,,https://www.bikeleague.org/sites/default/files/american_bicyclists_jan_feb10.pdf,,,2022-11-10 13:43:56,
7763,zzz_no_cluster,"true or false: if you ride a bicycle in florida, your bicycle is legally defined as a vehicle.","true or false: if you ride a bicycle in florida, your bicycle is legally defined as a vehicle.",,200,13,,2.0,,,13.0,,Lost,,https://www.bikeleague.org/StateBikeLaws,,,2022-11-11 04:00:31,
7764,zzz_no_cluster,road safety for cyclists,road safety for cyclists,"Featured snippet, People also ask, Videos, Image pack",30,34,,2.0,2.0,0.0,5.0,6.0,-1,,https://www.bikeleague.org/content/rules-road-0,,https://www.bikeleague.org/content/rules-road-0,2022-11-10 09:41:32,2023-01-27 21:15:28
7765,zzz_no_cluster,league of american bicyclists,league of american bicyclists,"Sitelinks, Tweet box, Knowledge panel, People also ask, Image pack, Video preview",1000,9,1.73,832.0,832.0,0.0,1.0,1.0,,,https://www.bikeleague.org/,,https://www.bikeleague.org/,2022-11-14 18:26:04,2023-02-09 11:02:10
7766,zzz_no_cluster,love hodel,love hodel,"Image pack, Sitelinks, Video preview",500,0,0.0,,0.0,,,60.0,New,,,,https://www.bikeleague.org/content/lci-spotlight-arlete-hodel,,2023-02-13 09:04:19
